"date","hour","activity","workout","keywords","time","i0","i1","i2","i3","i4","i5","distance(km)","climb(m)","intensity","t-intensity","ahr","mhr","controls","spiked","rhr","sleep","weight(kg)","injured","sick","restday","shoes","route","description","private note"
"2021-02-15","9","Running","","","00:50:05","","00:15:00","00:33:24","00:01:41","","","10.588","162.9","1.73","","139","162","","","","","","","","","Saucony Triumph 18","","Easy on the roads. Wearing way too many layers.",""
"2021-02-15","16","XT","","","00:33:15","","00:16:26","00:13:36","00:03:13","","","","","1.6","","133","162","","","","","","","","","Giro Triple","","14.06 km (25.4 kph) +219m. What's this, a bike ride?! Took the opportunity of the ""warm"" weather to dust the old steed off for the first time in a few months. Enjoyed it, although the wind was still there so that was unpleasant. Might do a bit of riding every now and then, weather and tiredness permitting.",""
"2021-02-15","17","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-02-16","10","Running","tempo","","00:48:02","","00:01:31","00:03:36","00:10:52","00:29:39","00:02:24","12.259","57.7","3.58","","169","184","","","","","","","","","VJ iRock 3","","12mins, 9mins, 6mins, 4*3mins.

Avec Dan on the pitches which have softened up in the great thaw, so a bit muddy, however it was the wind which was very grim today. Legs not feeling brilliant but we made it though. Onto the next.",""
"2021-02-16","10","Running","warm up/down","","00:15:18","","00:08:28","00:06:50","","","","3.094","23.0","1.45","","131","145","","","","","","","","","Saucony Triumph 18","","",""
"2021-02-16","10","Running","warm up/down","","00:10:53","","00:02:06","00:08:47","","","","2.095","","1.81","","140","152","","","","","","","","","Saucony Triumph 18","","",""
"2021-02-16","17","Running","","","00:33:52","","00:24:54","00:07:58","","","00:01:00","6.35","85.0","1.35","","131","161","","","","","","","","","Saucony Triumph 18","","Ploddington round the block on a beautifully calm evening. 4*15s at the end and this time the legs felt better for it :)",""
"2021-02-17","10","Running","","","00:42:20","","00:30:22","00:11:58","","","","7.899","153.5","1.28","","130","152","","","","","","","","","Saucony Peregrine 10 ST","","Jog out up Rannerdale and back with Dan.",""
"2021-02-17","10","Orienteering","","","00:32:33","","00:02:44","00:18:29","00:11:20","","","3.808","275.1","2.26","2","148","164","37","","","","","","","","VJ iRock 3","","Scale Hill forest sprint. Good fun pinging about on a 1:4000 map.",""
"2021-02-17","10","Running","","","00:03:37","","00:03:03","00:00:34","","","","0.553","9.2","1.16","","125","141","","","","","","","","","VJ iRock 3","","",""
"2021-02-17","16","XT","","","00:33:18","","00:21:56","00:11:22","","","","","","1.34","","126","149","","","","","","","","","Giro Triple","","12.7 km (22.9 kph) +244m.
Gentle ride out, quite enjoyed it :)",""
"2021-02-18","10","Running","warm up/down","","00:17:56","","00:09:03","00:08:53","","","","3.662","14.8","1.5","","134","145","","","","","","","","","Saucony Triumph 18","","",""
"2021-02-18","10","Running","","","00:34:06","","00:02:29","00:02:29","00:12:45","00:16:23","","8.885","31.0","3.26","","163","178","","","","","","","","","Saucony Endorphin Speed","","5 * 6mins [1min] threshy.

Reps around 3.30s, varying either side. Legs feeling fine, just smooth rolling which was nice. Bit of wind but generally not too bad. Just experimenting with another light Thursday session, legs felt just as good at the end as at the start, but real test will be how they feel at the weekend, will probably just bang a steady again next Thursday, will play it live.",""
"2021-02-18","10","Running","","","00:20:44","","00:08:09","00:12:35","","","","4.011","13.9","1.61","","135","146","","","","","","","","","","","",""
"2021-02-18","17","Running","","","00:30:22","","00:26:05","00:04:17","","","","5.663","106.9","1.14","","128","153","","","","","","","","","Saucony Triumph 18","","Jog with 4*15s hills. Felt good.",""
"2021-02-19","11","Running","","","00:50:00","","00:28:12","00:21:29","00:00:19","","","10.356","175.5","1.44","","134","156","","","","","","","","","Saucony Triumph 18","","Jog on the roads in some nasty weather. Just glad to get it done!",""
"2021-02-19","17","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-02-20","10","Running","warm up/down","","00:20:23","","00:20:23","","","","","2.814","245.7","1.0","","","","","","","","","","","","VJ iRock 3","","",""
"2021-02-20","10","Orienteering","","","00:37:55","","","","","00:20:00","00:17:55","6.829","267.9","4.47","3","","","34","","","","70.2","","","","VJ iRock 3","","Honister Middle - <a href=""https://live.staticflickr.com/65535/50962336121_6fac968c4f_k.jpg"">Map</a>

Wet and windy, but not too cold thankfully. Proper grimey up on the top section but fine down in the valley. Anyways I tried to just focus on the nav, which was okay but I struggled with the map at points, especially which boulders had been mapped and which hadn't (for example at #2 and #5, there were lots of boulders on the ground and no obvious one which was on the map) An okay start to faster orienteering, but lots of work to do!",""
"2021-02-20","10","Running","warm up/down","","00:07:53","","00:07:53","","","","","1.215","51.7","1.0","","","","","","","","","","","","VJ iRock 3","","",""
"2021-02-20","18","Running","","","00:33:26","","00:25:25","00:08:01","","","","5.961","103.0","1.24","","130","153","","","","","","","","","Saucony Triumph 18","","Proper plod. Not much rain but much more wind.",""
"2021-02-21","10","Running","","","01:59:51","","00:10:22","00:51:39","00:56:04","00:01:46","","17.41","1394.4","2.41","","152","172","","","","","69.8","","","","Saucony Peregrine 10 ST","","Coledale Horseshoe with an extension up Grasmoor. Mr Spencer wasn't messing about today so harder than usual, all good fun tho and so nice to be in the fells in good weather again.",""
"2021-02-22","11","Running","","","00:50:20","","00:37:16","00:13:04","","","","9.813","157.0","1.26","","128","152","","","","","70","","","","Saucony Triumph 18","","Just ran at the pace the legs gave me. After yesterday, that wasn't too fast! Also lovely weather.",""
"2021-02-22","16","XT","","","00:40:11","","00:26:42","00:13:25","00:00:04","","","","","1.34","","127","155","","","","","","","","","Giro Triple","","15.87 km (23.7 kph) +305m.

Beaut afternoon so would have been rude not to.",""
"2021-02-23","11","Running","","","01:00:32","","00:09:06","00:49:10","00:02:16","","","11.146","385.1","1.89","","142","159","","","","","70","","","","NVII Terra tt","","Round the murthy, hiding in the trees from the wind and rain. Feeling okay, but legs wouldn't have been ready for a session today and with these winds it would've been grim anyways. Will hopefully bang it out tomorrow.",""
"2021-02-23","18","Running","","","00:29:28","","00:13:52","00:15:36","","","","6.014","113.7","1.53","","134","151","","","","","","","","","Saucony Triumph 18","","Jog. Horrendous weather.",""
"2021-02-23","18","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-02-24","11","Running","warm up/down","","00:16:14","","00:13:42","00:02:32","","","","3.155","30.3","1.16","","130","147","","","","","","","","","Saucony Triumph 18","","",""
"2021-02-24","11","Running","tempo","","00:40:00","","00:00:11","00:00:22","00:04:16","00:35:00","00:00:11","11.639","51.6","3.87","","174","181","","","","","70","","","","Saucony Endorphin Speed","","Tempo on the Keswick -> Threlkeld railway line. Slightly uphill on the way out, then a lovely slight downhill on the way back. Went here coz I hoped the wind and rain wouldn't be too bad in the valley and I was pleasantly surprised that conditions were quite good, still raining and breezy but neither effected running much. Felt fine, never had to push it, except the last few minutes coz why not. Good job done.",""
"2021-02-24","11","Running","warm up/down","","00:09:57","","00:03:01","00:06:56","","","","1.73","32.3","1.7","","138","150","","","","","","","","","Saucony Triumph 18","","",""
"2021-02-24","18","Running","","","00:33:34","","00:28:56","00:04:38","","","","6.109","91.6","1.14","","126","147","","","","","","","","","Saucony Triumph 18","","Slooooow.",""
"2021-02-25","11","Orienteering","","","01:04:23","","00:23:32","00:39:13","00:01:38","","","10.152","466.2","1.66","1","138","160","26","","","","69.8","","","","NVII Terra tt","","Standard fell orienteering at Mosser just keeping the tekkers live. Weather was very nice, felt almost like spring, and legs feeling alright as well so a good mornings training.",""
"2021-02-25","18","Running","","","00:31:07","","00:23:34","00:07:33","","","","6.003","90.2","1.24","","131","147","","","","","","","","","Saucony Triumph 18","","Jog jog plod plod.",""
"2021-02-25","19","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Ate a fish finger mid way through to keep spirits high.",""
"2021-02-26","10","Running","","","00:50:02","","00:22:19","00:27:42","00:00:01","","","10.552","140.4","1.55","","136","155","","","","","69.3","","","","Saucony Triumph 18","","Easy on the roads. Feeling fine.",""
"2021-02-26","17","XT","","","00:41:19","","00:31:32","00:09:47","","","","","","1.24","","124","150","","","","","","","","","Giro Triple","","17.26 km (25.1 kph) +291m.

Beaut evening ride.",""
"2021-02-27","10","Running","warm up/down","","00:19:19","","00:07:46","00:11:04","00:00:29","","","3.451","130.4","1.62","","135","157","","","","","70.1","","","","VJ iRock 3","","",""
"2021-02-27","10","Orienteering","intervals","","00:46:15","","00:00:51","00:00:58","00:08:09","00:20:47","00:15:30","9.044","600.5","4.06","3","174","188","19","","","","","","","","VJ iRock 3","","Ling fell Oints with Dan.

4 courses, each starting with a ~4min climb to the cairn at the top then straight into the full gas downhill course. Pretty savage session tbh, deep in the red by the top (except last rep which we jogged up) each time then had to get the head in gear for some sub 4s downhill O. Dan did a classic 180 off the top on rep 3 which was amusing but also highlighted to me how much less aggressive I orienteered when I wasn't racing someone directly. Something I've worked on a lot this past year but could always still be better.

Rest of the courses were goood tho, on the last one I messed about trying to find a pretty non-existent crag when I was clearly in the circle, should have just done a GG and air-punched it and kept going coz then Dan caught back up so was a grim finish to the rep. All in all very good fun, beaut day felt like summer, so yea enjoyed highly.",""
"2021-02-27","10","Running","warm up/down","","00:07:17","","00:06:49","00:00:28","","","","1.34","8.8","1.06","","128","149","","","","","","","","","VJ iRock 3","","",""
"2021-02-27","17","Running","","","00:30:40","","00:19:06","00:11:34","","","","6.01","83.2","1.38","","133","150","","","","","","","","","Saucony Triumph 18","","Jog on roads. Feeling g.",""
"2021-02-28","10","Running","long","","02:06:18","","00:38:37","00:55:17","00:32:21","00:00:03","","20.371","1280.0","1.95","","143","170","","","","","69.9","","","","NVII Terra tt","","Quality run in the Loweswater fells, shorts and t-shirt weather which was very much appreciated.",""
"2021-03-01","12","Running","","","00:51:33","","00:22:40","00:28:53","","","","10.61","160.8","1.56","","135","150","","","","","","","","","Saucony Triumph 18","","Wow what a stressy morning. Have a project due at 1600 today, which I just couldn't figure out one question for. Anyways this lead to a bad sleep and I woke up at like 5.30am with maths yeeting round the head so got up and actually managed to solve it before 7am. Quite relieved but also quite annoying cos I spent all of Friday trying to do it. Anyways after that I was fugged so went back to sleep till 11, then got up and out for this run. ",""
"2021-03-01","14","XT","","","00:59:45","","00:44:33","00:14:52","00:00:20","","","","","1.26","","123","156","","","","","","","","","Giro Triple","","23.89 km (24.0 kph) +431m.

Back from the run, proof read and submitted then straight back out into the glorious sunshine on the bike.",""
"2021-03-02","12","Running","warm up/down","","00:19:38","","00:16:43","00:02:54","00:00:01","","","3.818","68.7","1.15","","125","142","","","","","69.8","","","","Saucony Triumph 18","","",""
"2021-03-02","12","Running","intervals","","00:44:02","","00:04:13","00:06:27","00:18:38","00:14:44","","10.82","3.5","3.0","","160","175","","","","","","","","","NB Summit Unknown","","Rugby Pitches - 9*4mins[1min] avec spendog.

Noice light wan, legs didn't feel amazing but moving fine. Dans watch getting significantly faster paces as per but what can ya do eh. Also my HR seems ~5bmp lower than usual, probably a combination of being tired, being fit and the HRM uncertainty. Hopefully more of the 2nd one ;)",""
